RX Date/Time,Fx(field 1),Fz(field 2),Mx(field 3),My(field 4),Mz(field 5)
2024/09/19/ 18:03:31::098,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::123,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::237,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::329,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:31::411,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::524,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::600,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::693,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::776,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::879,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:31::979,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::071,-0.01,10.80,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::188,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::263,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::355,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::453,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::547,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::642,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::736,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::843,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:32::932,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::016,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::112,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::272,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::323,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::404,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::498,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::601,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::683,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::775,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::872,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:33::958,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::083,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::156,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::256,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::331,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::440,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::529,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::628,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::726,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::818,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:34::910,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::026,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::089,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::197,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::277,-0.00,11.10,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::387,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::482,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::579,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::682,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::783,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::856,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:35::945,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::047,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::136,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::256,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::336,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::443,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::517,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::611,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::705,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::796,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:36::893,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::008,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::097,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::175,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:37::279,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:37::374,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::469,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::563,-0.01,11.10,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::666,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::752,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::867,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:37::929,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::033,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::131,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::212,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::320,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::412,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::516,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::595,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::686,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::791,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::892,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:38::996,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:39::092,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::182,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::291,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::359,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:39::456,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:39::548,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::634,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::738,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::842,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:39::936,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::022,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::110,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::214,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::300,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::403,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:40::497,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::606,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::704,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::782,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::874,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:40::965,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::067,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::145,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::253,-0.01,11.10,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::359,-0.00,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::438,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::531,-0.00,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:41::631,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:41::724,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:41::819,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:41::907,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::026,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::099,-0.01,11.10,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::202,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::284,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::388,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::480,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::580,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::684,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::785,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:42::868,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:42::947,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::050,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::141,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::233,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::335,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::443,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::519,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:43::616,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::714,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::807,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::900,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:43::993,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:44::107,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::180,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::273,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::369,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::471,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::566,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::655,-0.01,11.00,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::775,-0.01,10.90,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::873,-0.01,11.10,-0.01,0.01,-0.00
2024/09/19/ 18:03:44::943,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:45::035,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:45::134,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:45::223,-0.01,11.00,-0.01,0.00,-0.00
2024/09/19/ 18:03:45::312,-0.01,10.90,-0.01,0.00,-0.00
2024/09/19/ 18:03:45::413,0.02,11.00,0.01,0.00,0.00
2024/09/19/ 18:03:45::523,0.31,11.00,0.30,0.01,0.01
2024/09/19/ 18:03:45::601,0.34,10.90,0.31,0.03,0.01
2024/09/19/ 18:03:45::693,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:03:45::788,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:45::880,0.17,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:45::982,0.18,11.00,0.16,0.03,0.01
2024/09/19/ 18:03:46::080,0.18,11.10,0.15,0.03,0.01
2024/09/19/ 18:03:46::181,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:46::285,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:46::365,0.18,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:46::458,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:46::554,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:46::652,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:46::734,0.18,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:46::841,0.18,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:46::940,0.18,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:47::027,0.18,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:47::120,0.17,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:47::215,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:47::311,0.18,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:47::401,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:47::513,0.18,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:47::591,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:47::681,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:47::775,0.18,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:47::875,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:47::974,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:48::056,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:48::157,0.18,11.20,0.15,0.02,0.01
2024/09/19/ 18:03:48::263,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:48::376,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:48::476,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:48::537,0.17,11.10,0.15,0.02,0.01
2024/09/19/ 18:03:48::625,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:03:48::721,0.17,11.00,0.15,0.03,0.01
2024/09/19/ 18:03:48::825,0.18,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:48::920,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:49::027,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:49::122,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:49::196,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:49::295,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:49::389,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:49::477,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:49::577,0.17,11.10,0.15,0.03,0.01
2024/09/19/ 18:03:49::678,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:03:49::782,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:49::866,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:49::955,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:50::042,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:03:50::139,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:50::245,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:50::357,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:50::462,0.17,10.70,0.15,0.02,0.01
2024/09/19/ 18:03:50::525,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:03:50::615,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:50::703,0.17,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:50::813,0.17,10.90,0.15,0.03,0.01
2024/09/19/ 18:03:50::900,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:51::005,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:51::118,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:51::195,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:51::279,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:51::379,0.17,11.00,0.15,0.02,0.01
2024/09/19/ 18:03:51::469,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:51::568,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:51::674,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:51::783,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:51::847,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:51::940,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:52::043,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:52::156,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:52::237,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:52::375,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:52::480,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:52::507,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:52::608,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:52::705,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:52::792,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:52::893,0.17,10.70,0.15,0.02,0.01
2024/09/19/ 18:03:53::000,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:53::112,0.17,10.70,0.15,0.02,0.01
2024/09/19/ 18:03:53::240,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:53::272,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:53::365,0.16,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:53::462,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:53::558,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:53::660,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:53::761,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:53::862,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:53::971,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:54::023,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:54::128,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:54::214,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:54::313,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:54::412,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:54::506,0.16,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:54::621,0.17,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:54::732,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:54::789,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:54::883,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:54::965,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::067,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:55::174,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:55::286,0.17,10.70,0.15,0.02,0.01
2024/09/19/ 18:03:55::346,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::450,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::545,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::639,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::730,0.17,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:55::822,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:55::925,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:56::040,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:56::113,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:56::204,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:56::302,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:56::396,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:56::491,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:56::605,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:56::714,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:56::774,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:56::867,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:56::953,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:57::059,0.17,11.00,0.14,0.03,0.01
2024/09/19/ 18:03:57::161,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:57::249,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:57::351,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:57::457,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:57::533,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:57::616,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:57::718,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:57::816,0.17,10.80,0.15,0.02,0.01
2024/09/19/ 18:03:57::915,0.17,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:58::010,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:58::134,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::186,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::286,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:58::380,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::496,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::586,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::667,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::787,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:58::902,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:58::948,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::034,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::134,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::240,0.17,10.70,0.14,0.02,0.01
2024/09/19/ 18:03:59::379,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:59::473,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:03:59::557,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::657,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:59::708,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:03:59::815,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::904,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:03:59::989,0.16,10.70,0.14,0.02,0.01
2024/09/19/ 18:04:00::121,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:00::225,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:00::270,0.17,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:00::362,0.17,10.90,0.15,0.02,0.01
2024/09/19/ 18:04:00::458,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:00::552,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:00::683,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:00::787,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:00::867,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:00::968,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::031,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:01::121,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::224,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:01::313,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::414,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:01::504,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:01::619,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::722,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:01::791,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::879,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:01::976,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::070,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:02::169,0.17,10.90,0.14,0.02,0.01
