RX Date/Time,Fx(field 1),Fz(field 2),Mx(field 3),My(field 4),Mz(field 5)
2024/09/19/ 19:42:45::529,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:45::630,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:45::717,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:45::808,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:45::918,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::043,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::146,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::218,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::291,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::398,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::478,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::577,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::676,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::792,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::921,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:46::952,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::047,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::134,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::237,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::343,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::436,-0.27,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::535,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::659,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::705,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::807,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:47::894,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::001,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::087,-0.28,15.40,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::220,-0.28,14.90,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::328,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::380,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::461,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::561,-0.28,15.20,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::679,-0.28,15.30,-0.25,-0.03,-0.01
2024/09/19/ 19:42:48::773,-0.39,15.40,-0.37,-0.03,-0.02
2024/09/19/ 19:42:48::863,-1.60,15.30,-1.54,-0.06,-0.08
2024/09/19/ 19:42:48::981,-2.86,15.30,-2.67,-0.19,-0.13
2024/09/19/ 19:42:49::023,-2.27,15.30,-2.13,-0.14,-0.10
2024/09/19/ 19:42:49::128,-2.44,15.30,-2.31,-0.13,-0.11
2024/09/19/ 19:42:49::226,-2.46,14.90,-2.29,-0.16,-0.11
2024/09/19/ 19:42:49::326,-2.40,15.30,-2.25,-0.15,-0.11
2024/09/19/ 19:42:49::414,-2.40,15.30,-2.26,-0.15,-0.11
2024/09/19/ 19:42:49::497,-2.40,15.40,-2.26,-0.14,-0.11
2024/09/19/ 19:42:49::618,-2.39,15.30,-2.25,-0.14,-0.11
2024/09/19/ 19:42:49::746,-2.39,15.30,-2.25,-0.14,-0.11
2024/09/19/ 19:42:49::787,-2.38,15.20,-2.24,-0.14,-0.11
2024/09/19/ 19:42:49::887,-2.38,15.40,-2.24,-0.15,-0.11
2024/09/19/ 19:42:49::984,-2.37,15.30,-2.23,-0.14,-0.11
2024/09/19/ 19:42:50::076,-2.37,15.30,-2.23,-0.14,-0.11
2024/09/19/ 19:42:50::175,-2.38,15.30,-2.23,-0.14,-0.11
2024/09/19/ 19:42:50::308,-2.37,15.30,-2.23,-0.14,-0.11
2024/09/19/ 19:42:50::413,-2.35,15.30,-2.21,-0.14,-0.11
2024/09/19/ 19:42:50::447,-2.35,15.30,-2.21,-0.14,-0.11
2024/09/19/ 19:42:50::547,-2.35,15.30,-2.21,-0.14,-0.11
2024/09/19/ 19:42:50::636,-2.34,15.30,-2.20,-0.14,-0.11
2024/09/19/ 19:42:50::745,-2.34,15.20,-2.20,-0.14,-0.11
2024/09/19/ 19:42:50::845,-2.34,15.20,-2.20,-0.14,-0.11
2024/09/19/ 19:42:50::951,-2.34,15.20,-2.19,-0.14,-0.11
2024/09/19/ 19:42:51::076,-2.34,15.20,-2.20,-0.14,-0.11
2024/09/19/ 19:42:51::170,-2.35,15.30,-2.20,-0.14,-0.11
2024/09/19/ 19:42:51::211,-2.34,15.20,-2.20,-0.15,-0.11
2024/09/19/ 19:42:51::309,-2.33,15.30,-2.19,-0.14,-0.11
2024/09/19/ 19:42:51::397,-2.33,15.30,-2.19,-0.14,-0.11
2024/09/19/ 19:42:51::500,-2.32,15.20,-2.18,-0.14,-0.10
2024/09/19/ 19:42:51::583,-2.32,15.30,-2.17,-0.14,-0.10
2024/09/19/ 19:42:51::688,-2.32,15.30,-2.18,-0.14,-0.10
2024/09/19/ 19:42:51::797,-2.32,15.30,-2.17,-0.14,-0.10
2024/09/19/ 19:42:51::875,-2.30,15.20,-2.16,-0.14,-0.10
2024/09/19/ 19:42:51::969,-2.31,15.20,-2.17,-0.14,-0.10
2024/09/19/ 19:42:52::069,-2.31,15.20,-2.17,-0.14,-0.10
2024/09/19/ 19:42:52::160,-2.32,15.20,-2.17,-0.14,-0.10
2024/09/19/ 19:42:52::290,-2.31,15.30,-2.16,-0.14,-0.10
2024/09/19/ 19:42:52::398,-2.31,15.30,-2.17,-0.14,-0.10
2024/09/19/ 19:42:52::498,-2.31,15.20,-2.16,-0.14,-0.10
2024/09/19/ 19:42:52::545,-2.31,15.30,-2.16,-0.15,-0.10
2024/09/19/ 19:42:52::635,-2.30,15.20,-2.16,-0.15,-0.10
2024/09/19/ 19:42:52::726,-2.30,15.20,-2.16,-0.14,-0.10
2024/09/19/ 19:42:52::825,-2.30,15.20,-2.16,-0.14,-0.10
2024/09/19/ 19:42:52::916,-2.30,15.20,-2.15,-0.14,-0.10
2024/09/19/ 19:42:53::024,-2.29,15.30,-2.15,-0.14,-0.10
2024/09/19/ 19:42:53::140,-2.29,15.30,-2.15,-0.14,-0.10
2024/09/19/ 19:42:53::200,-2.30,15.40,-2.15,-0.14,-0.10
2024/09/19/ 19:42:53::284,-2.30,15.30,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::379,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::477,-2.30,15.30,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::580,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::700,-2.30,15.10,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::791,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::858,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:53::951,-2.29,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:54::051,-2.29,15.10,-2.14,-0.15,-0.10
2024/09/19/ 19:42:54::144,-2.29,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:54::251,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:54::332,-2.30,15.20,-2.15,-0.15,-0.10
2024/09/19/ 19:42:54::452,-2.29,15.20,-2.14,-0.14,-0.10
2024/09/19/ 19:42:55::041,-2.29,15.20,-2.15,-0.14,-0.10
2024/09/19/ 19:42:55::041,-2.30,15.30,-2.15,-0.15,-0.10
2024/09/19/ 19:42:55::041,-2.30,15.10,-2.16,-0.15,-0.10
2024/09/19/ 19:42:55::041,-2.30,15.20,-2.16,-0.15,-0.10
2024/09/19/ 19:42:55::041,-2.30,15.10,-2.16,-0.15,-0.10
2024/09/19/ 19:42:55::041,-2.30,15.10,-2.15,-0.14,-0.10
2024/09/19/ 19:42:55::130,-2.30,15.10,-2.15,-0.15,-0.10
2024/09/19/ 19:42:55::198,-2.30,15.20,-2.15,-0.14,-0.10
2024/09/19/ 19:42:55::279,-2.29,15.20,-2.15,-0.14,-0.10
2024/09/19/ 19:42:55::373,-2.28,15.30,-2.14,-0.14,-0.10
2024/09/19/ 19:42:55::475,-2.28,15.10,-2.13,-0.15,-0.10
2024/09/19/ 19:42:55::574,-2.28,15.20,-2.13,-0.15,-0.10
2024/09/19/ 19:42:55::681,-2.28,15.10,-2.14,-0.14,-0.10
2024/09/19/ 19:42:55::765,-2.28,15.10,-2.13,-0.14,-0.10
2024/09/19/ 19:42:55::858,-2.28,15.10,-2.13,-0.14,-0.10
2024/09/19/ 19:42:55::974,-2.27,15.00,-2.13,-0.14,-0.10
2024/09/19/ 19:42:56::038,-2.27,15.10,-2.13,-0.14,-0.10
2024/09/19/ 19:42:56::123,-2.26,15.00,-2.12,-0.15,-0.10
2024/09/19/ 19:42:56::224,-2.26,15.20,-2.12,-0.15,-0.10
2024/09/19/ 19:42:56::335,-2.26,15.10,-2.12,-0.14,-0.10
2024/09/19/ 19:42:56::443,-2.27,15.00,-2.12,-0.15,-0.10
2024/09/19/ 19:42:56::653,-2.27,15.10,-2.13,-0.15,-0.10
2024/09/19/ 19:42:56::653,-2.27,14.90,-2.13,-0.15,-0.10
2024/09/19/ 19:42:56::704,-2.28,15.10,-2.13,-0.15,-0.10
2024/09/19/ 19:42:56::794,-2.28,15.10,-2.13,-0.15,-0.10
2024/09/19/ 19:42:56::891,-2.30,15.00,-2.15,-0.15,-0.10
2024/09/19/ 19:42:56::977,-2.31,15.10,-2.16,-0.15,-0.10
2024/09/19/ 19:42:57::101,-2.30,15.00,-2.15,-0.15,-0.10
2024/09/19/ 19:42:57::218,-2.31,15.00,-2.16,-0.15,-0.10
2024/09/19/ 19:42:57::319,-2.31,15.10,-2.17,-0.15,-0.10
2024/09/19/ 19:42:57::354,-2.31,15.10,-2.16,-0.15,-0.10
2024/09/19/ 19:42:57::453,-2.31,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:42:57::555,-2.30,15.00,-2.16,-0.15,-0.10
2024/09/19/ 19:42:57::650,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:42:57::756,-2.28,15.00,-2.13,-0.15,-0.10
2024/09/19/ 19:42:57::845,-2.28,15.20,-2.13,-0.14,-0.10
2024/09/19/ 19:42:57::959,-2.27,15.10,-2.12,-0.15,-0.10
2024/09/19/ 19:42:58::085,-2.27,15.10,-2.12,-0.15,-0.10
2024/09/19/ 19:42:58::117,-2.28,15.10,-2.13,-0.15,-0.10
2024/09/19/ 19:42:58::219,-2.27,15.00,-2.12,-0.15,-0.10
2024/09/19/ 19:42:58::318,-2.26,15.10,-2.12,-0.15,-0.10
2024/09/19/ 19:42:58::399,-2.26,15.00,-2.11,-0.14,-0.10
2024/09/19/ 19:42:58::517,-2.27,15.00,-2.12,-0.15,-0.10
2024/09/19/ 19:42:58::621,-2.26,15.10,-2.11,-0.15,-0.10
2024/09/19/ 19:42:58::712,-2.26,14.90,-2.11,-0.15,-0.10
2024/09/19/ 19:42:58::828,-2.26,15.00,-2.11,-0.14,-0.10
2024/09/19/ 19:42:58::878,-2.26,15.00,-2.11,-0.14,-0.10
2024/09/19/ 19:42:58::979,-2.24,15.00,-2.10,-0.14,-0.10
2024/09/19/ 19:42:59::061,-2.26,14.90,-2.12,-0.15,-0.10
2024/09/19/ 19:42:59::165,-2.26,15.00,-2.12,-0.14,-0.10
2024/09/19/ 19:42:59::295,-2.26,15.10,-2.12,-0.14,-0.10
2024/09/19/ 19:42:59::405,-2.25,15.00,-2.11,-0.14,-0.10
2024/09/19/ 19:42:59::436,-2.24,15.00,-2.10,-0.14,-0.10
2024/09/19/ 19:42:59::542,-2.25,15.00,-2.11,-0.14,-0.10
2024/09/19/ 19:42:59::629,-2.25,15.10,-2.10,-0.14,-0.10
2024/09/19/ 19:42:59::734,-2.24,15.00,-2.10,-0.14,-0.10
2024/09/19/ 19:42:59::837,-2.25,14.90,-2.11,-0.14,-0.10
2024/09/19/ 19:42:59::949,-2.26,15.00,-2.12,-0.14,-0.10
2024/09/19/ 19:43:00::015,-2.26,15.00,-2.12,-0.14,-0.10
2024/09/19/ 19:43:00::180,-2.27,15.00,-2.12,-0.14,-0.10
2024/09/19/ 19:43:00::199,-2.28,14.90,-2.13,-0.14,-0.10
2024/09/19/ 19:43:00::301,-2.27,14.90,-2.13,-0.14,-0.10
2024/09/19/ 19:43:00::386,-2.28,15.00,-2.13,-0.15,-0.10
2024/09/19/ 19:43:00::491,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:00::589,-2.28,15.00,-2.13,-0.15,-0.10
2024/09/19/ 19:43:00::680,-2.28,15.00,-2.13,-0.15,-0.10
2024/09/19/ 19:43:00::812,-2.29,15.10,-2.14,-0.15,-0.10
2024/09/19/ 19:43:00::902,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:00::964,-2.29,14.90,-2.15,-0.15,-0.10
2024/09/19/ 19:43:01::048,-2.30,15.00,-2.15,-0.15,-0.10
2024/09/19/ 19:43:01::155,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::248,-2.28,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::361,-2.29,14.90,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::464,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::616,-2.30,14.90,-2.15,-0.15,-0.10
2024/09/19/ 19:43:01::616,-2.30,15.00,-2.15,-0.15,-0.10
2024/09/19/ 19:43:01::712,-2.28,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::813,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:01::928,-2.28,14.90,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::032,-2.29,15.00,-2.14,-0.14,-0.10
2024/09/19/ 19:43:02::131,-2.29,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::221,-2.29,15.10,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::340,-2.28,15.00,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::383,-2.29,14.90,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::483,-2.29,14.90,-2.14,-0.15,-0.10
